,lat,lon,yld,yld_ordinal,elevation,mukey,soil
2768,41.252877086956524,-97.14466437681159,194.64558129334867,5.0,1627.9528,1691270,"Butler silt loam, 0 to 1 percent slopes"
2769,41.252877086956524,-97.14457691304348,197.81441212675256,6.0,1626.6404,1691270,"Butler silt loam, 0 to 1 percent slopes"
2770,41.252877086956524,-97.14448944927537,198.22611011068062,6.0,1628.6089,1691270,"Butler silt loam, 0 to 1 percent slopes"
2771,41.252877086956524,-97.14440198550724,196.70871014423312,6.0,1627.6247,1691270,"Butler silt loam, 0 to 1 percent slopes"
2772,41.252877086956524,-97.14431452173913,193.25449519267065,5.0,1629.5932,1691270,"Butler silt loam, 0 to 1 percent slopes"
2773,41.252877086956524,-97.14422705797101,189.5574368671045,5.0,1630.5774,1691270,"Butler silt loam, 0 to 1 percent slopes"
2774,41.252877086956524,-97.1441395942029,187.28345774319857,5.0,1628.9370000000001,1691270,"Butler silt loam, 0 to 1 percent slopes"
2775,41.252877086956524,-97.14405213043479,185.87806354249813,5.0,1625.3281,1691270,"Butler silt loam, 0 to 1 percent slopes"
2776,41.252877086956524,-97.14396466666666,185.05686326149632,4.0,1625.3281,1691270,"Butler silt loam, 0 to 1 percent slopes"
2777,41.252877086956524,-97.14387720289855,184.8910542491824,4.0,1626.9685,1691270,"Butler silt loam, 0 to 1 percent slopes"
2778,41.252877086956524,-97.14378973913044,185.67653881436553,5.0,1625.3281,1691270,"Butler silt loam, 0 to 1 percent slopes"
2779,41.252877086956524,-97.14370227536232,186.85178976472037,5.0,1625.6562,1691270,"Butler silt loam, 0 to 1 percent slopes"
2780,41.252877086956524,-97.1436148115942,188.04529195976548,5.0,1627.2966,1691270,"Butler silt loam, 0 to 1 percent slopes"
2781,41.252877086956524,-97.1435273478261,189.0289946848578,5.0,1626.6404,1691270,"Butler silt loam, 0 to 1 percent slopes"
2782,41.252877086956524,-97.14343988405797,189.72944531032368,5.0,1625.0,1691270,"Butler silt loam, 0 to 1 percent slopes"
2783,41.252877086956524,-97.14335242028986,190.06898957158822,5.0,1633.2021,1691270,"Butler silt loam, 0 to 1 percent slopes"
2784,41.252877086956524,-97.14326495652173,189.5661072848792,5.0,1624.3438,1691270,"Butler silt loam, 0 to 1 percent slopes"
2785,41.252877086956524,-97.14317749275362,188.2828001594806,5.0,1628.2808,1691270,"Butler silt loam, 0 to 1 percent slopes"
2786,41.252877086956524,-97.14309002898551,187.41372027364227,5.0,1632.874,1691270,"Butler silt loam, 0 to 1 percent slopes"
2787,41.252877086956524,-97.14300256521739,187.10135546512663,5.0,1629.9213,1691270,"Butler silt loam, 0 to 1 percent slopes"
2788,41.252877086956524,-97.14291510144928,187.3287459386504,5.0,1628.9370000000001,1691270,"Butler silt loam, 0 to 1 percent slopes"
2789,41.252877086956524,-97.14282763768117,188.32630424443317,5.0,1627.2966,1691270,"Butler silt loam, 0 to 1 percent slopes"
2790,41.252877086956524,-97.14274017391304,190.07905489591832,5.0,1630.2493,1691270,"Butler silt loam, 0 to 1 percent slopes"
2791,41.252877086956524,-97.14265271014493,191.81843589487937,5.0,1626.9685,1691270,"Butler silt loam, 0 to 1 percent slopes"
2792,41.252877086956524,-97.14256524637682,193.18037478738643,5.0,1624.6719,1691270,"Butler silt loam, 0 to 1 percent slopes"
2793,41.252877086956524,-97.1424777826087,194.91117428731917,5.0,1628.9370000000001,1691270,"Butler silt loam, 0 to 1 percent slopes"
2794,41.252877086956524,-97.14239031884058,197.05799097626644,6.0,1625.3281,1691287,"Hastings silty clay loam, 7 to 11 percent slopes, eroded"
